Código producto	Descripción del producto	Descripción completa del producto	Tipo de producto	Tipo de canasta	Fecha inicio abastecimiento	Tipo de Bases
100002567	VENLAFAXINA 75 MG CM REC/CP LIB PROL	VENLAFAXINA 75 MG COMPRIMIDO DE LIBERACIÓN PROLONGADA O CAPSULA DE LIBERACION PROLONGADA O CAPSULA CON MICROGRANULOS DE LIBERACION PROLONGADA  ENVASADO EN BLISTER.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA O COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100002568	VENLAFAXINA 150 MG CM REC/CP LIB PROL	VENLAFAXINA 150 MG CAPSULA LIBERACIÓN PROLONGADA O CAPSULA CON MICROGRANULOS DE LIBERACION PROLONGADA O COMPRIMIDOS DE LIBERACION PROLONGADA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA O COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100002573	LEVETIRACETAM 100MG/ML SOL.ORAL 300 ML	LEVETIRACETAM 100 MG/ML SOLUCION ORAL FRASCO 300 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.2
100002577	DIVALPROATO AC.500MG CP/CM REC LIB PROL.	DIVALPROATO ACIDO DE SODIO 500 MG COMPRIMIDO RECUBIERTO DE LIBERACION PROLONGADA  O CAPSULA DE LIBERACION PROLONGADA ENVASADO EN BLISTER.ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO O CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100002578	PARACETAMOL 160 CM MASTICABLES	PARACETAMOL 160 MG COMPRIMIDO MASTICABLE ENVASADO EN BLISTER.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZARPOR COMPRIMIDO	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100002580	CLORFENAMINA 2,0 A 2,5MG/5 ML JARABE FRA	CLORFENAMINA 2,0 A 2,5 MG/5 ML JARABE FRASCO 100 A 120 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR PORFRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100002581	MESALAZINA 500 MG SUPOSITORIO	MESALAZINA 500 MG SUPOSITORIO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR SUPOSITORIO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100002611	RITUXIMAB 10MG/ML SOLUC. INYEC.FAM 50 ML	RITUXIMAB 10 MG/ML SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION INTRAVENOSA FRASCO AMPOLLA 50 ML . ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100002634	ALCOHOL GEL 70° FRA 300 A 500 ML X ML	ALCOHOL 70° GEL PARA ANTISEPSIA DE MANOS FRASCO 300 A 500 ML CON VALVULA DOSIFICADORA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR MILILITRO (ML). DEBE CONTAR CON REGISTRO FARMACEUTICO.	Fármacos	Canasta general	2020-01-01	341-2.1
100002643	AP. ALGINATO PURO 10 A 11 X 10 A 11 CM	APOSITO DE ALGINATO CALCIO Y/O SODIO PURO MEDIDAS DE 10 A 11  X 10 A 11CM LIBRE DE CARBOXIMETILCELULOSA Y/O PLATA ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002645	MECHA ALGINATO PURO 30 A 35 CM LARGO	MECHA DE ALGINATO CALCIO Y/O SODIO PURO DE 30 A 35 CM DE LARGO PESOMINIMO 2 G CON ALTA CAPACIDAD DE ABSORCION LIBRE DE CARBOXIMETILCELULOSAY/O PLATA. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002651	ADHESIV ACRILICO FRA 0,5ML (PEGAM HERID)	ADHESIVO ACRILICO ENVASE  0,5 A 1  ML ESTERIL UN SOLO USO INCOLORO (PEGAMENTO BORDE HERIDA). ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Insumos	Canasta general	2020-01-01	272
100002657	AGUJA P/ESTIMULA ANESTES PLEXO 22G 50 MM	AGUJA PARA ESTIMULACION Y ANESTESIA PLEXO 22 G 50 MM LARGO (TIPO PAJUNK/STIMUPLEX A ANESTESIA REGIONAL). ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002663	AGUJA DE VERESS DESECHABLE 150 MM LARGO	AGUJA INSUFLACION VERESS DESECHABLE 150 MM LARGO CON CONECTOR LUER-LOCKCON INDICADOR DE PENETRACION DE TEJIDO. ENVASE INDIVIDUAL ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD	Insumos	Canasta general	2020-01-01	272
100002674	PARCHE OCULAR ADHESIVO PEDIATRICO	PARCHE OCULAR OPACO ADHESIVO HIPOALERGENICO PEDIATRICO LIBRE DE LÁTEX. PERMEABLE AL AIRE Y VAPOR DE AGUA. CON ALMOHADILLA ANTIADEHERENTE Y ABSORBENTE. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002675	PARCHE OCULAR ADHESIVO ADULTO	PARCHE OCULAR OPACO ADHESIVO HIPOALERGENICO ADULTO LIBRE DE LÁTEX. PERMEABLE AL AIRE Y VAPOR DE AGUA. CON ALMOHADILLA ANTIADEHERENTE Y ABSORBENTE. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002676	PARCHE CURITA REDO 20A25 MM DIAM ESTERIL	PARCHE CURITA REDONDO 20 A 25 MM DIAMETRO ESTERIL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002677	AP. ALGINATO PLATA  4 A 5 X 4 A 5 CM	APOSITO ALGINATO PLATA  4,8 A 5 X 4,8 A 5 CM. ENVASE INDIVIDUAL ESTERILRESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002678	AP. ALGINATO PLATA 9 A 11 X 9 A 11 CM	APOSITO ALGINATO PLATA  9 A 11 X 9 A 11 CM. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZARPOR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002679	AP. GASA/ALGODON 7 A 10 X 10 A 13 CM	APOSITO GASA/ALGODON 7 A 10 X 10 A 13 CM ENVASE BILAMINADO ESTERIL CON CONTROL VIRAJE ESTERILIZACION ENVASE INDIVIDUAL RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. BOLSA O CAJA HASTA 500 UNIDADES. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002682	BATA QUIRURGICA TALLA L DESECH ESTERIL	BATA QUIRURGICA TALLA L DESECHABLE ESTERIL, CON PUÑO TUBULAR Y AJUSTE ALA ESPALDA CON TIRA, RESISTENTE A LOS FLUIDOS. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002683	BATA QUIRURGICA TALLA M DESECH ESTERIL	BATA QUIRURGICA TALLA M DESECHABLE ESTERIL, CON PUÑO TUBULAR Y AJUSTE ALA ESPALDA CON TIRA, RESISTENTE A LOS FLUIDOS. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002684	BATA QUIRURGICA TALLA XL DESECH ESTERIL	BATA QUIRURGICA TALLA XL DESECHABLE ESTERIL, CON PUÑO TUBULAR Y AJUSTE A LA ESPALDA CON TIRA, RESISTENTE A LOS FLUIDOS. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR PORUNIDAD.	Insumos	Canasta general	2020-01-01	272
100002693	BOLSA 90 X 120 CM 70 MICRAS POLIET NEGRO	BOLSA 90 CM DE ANCHO X 120 CM LARGO, MINIMO 70 MICRAS, MATERIAL DE POLIETILENO NEGRO RESISTENTE, QUE SOPORTE MINIMO 4 KG, PARA USO DE DESECHOS EN ACCIONES DE SALUD, BOLSA O CAJA HASTA 500 UNIDADES. ENVASE RESISTENTECON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002694	BOQUILLA ENDOSCOPIA P/ADULTO	BOQUILLA ENDOSCOPIA PARA ADULTO. PAQUETE O BOLSA HASTA 100 UNIDADES. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD	Insumos	Canasta general	2020-01-01	272
100002697	BAUMANOMETRO DIGITAL (ESFIGNOMANOMETRO)	BAUMANOMETRO DIGITAL (ESFIGMOMANOMETRO) BRAZALETE CON CIRCUNFERENCIA 215-220 MM A 420 - 430 MM. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD	Insumos	Canasta general	2020-01-01	272
100002704	CANULA BIOPSIA ASPI ENDOMET 3 MM 23,5 cm	CANULA BIOPSIA ASPIRACION ENDOMETRIO 3 MM  23,5 CM (ENDORETTE PIPETA DECORNIER PIPELLE). ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002725	CORCHETERA (ENGRAPADORA) PARA PIEL	CORCHETERA O SUTURA MECANICA  PARA PIEL, CON INDICADOR DE Nº DE CORCHETES. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002746	FERULA DIGITAL  ALUM 2,0 X 30 CM ADULTO	FERULA DIGITAL ALUMINIO 2,0 CM ANCHO 30 CM LARGO ADULTO. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002751	SET FLEBO EXTRACTOR P/VARICES DESECHABLE	SET FLEBO EXTRACTOR UNI O BILATERAL PARA VARICES,ADAPTABLE PARA ENDO Y EXO  EXTRACCION,  CON OLIVA DE DIFERENTES TAMAÑOS CON MANGO, DESECHABLE,ESTERIL,  LIBRE DE LATEX,  DOBLE EMPAQUE. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD	Insumos	Canasta general	2020-01-01	272
100002754	GASA 1 X 1CM DOBLE P/CUBR VIA VENO ESTER	GASA 1 X 1 CM DOBLE PARA CUBRIR VIA VENOSA ESTERIL ENVASE BILAMINADO. CAJA O BOLSA HASTA 100 UNIDADES. ENVASE INDIVIDUAL CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002756	GASA 5 X 120 CM 4 PLIEGUES NO/ESTERIL	GASA 4 A 5 X 120 A 125 CM 4 PLIEGUES ENVASE INDIVIDUAL NO ESTERIL. ENVASE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002758	GASA 5 X 68 A 72 CM 4 PLIEGUES ESTERIL	GASA 4 A 5 X 68 A 72 CM 4 PLIEGUES ESTERIL ENVASE BILAMINADO. ENVASE INDIVIDUAL CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002768	JERINGA C/HEPARINA 1 ML P/GAS SANGUINEO	JERINGA DESECHABLE CON HEPARINA DE LITIO 1 ML PARA GAS SANGUINEO LIBRE DE LATEX ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002771	LAPIZ PARA MARCAR PIEL	LAPIZ PARA MARCAR PIEL  CON REGLA MILIMETRADA ENVASE INDIVIDUAL ESTERILRESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002779	MANGA 25 CM C/FUELLE PAPEL MEDICO BILAMI	MANGA DE PAPEL 25 CM ANCHO ROLLO 100 M GRADO MEDICO 58 GR/M2 MINIMO  Y BILAMINADO PLASTICO MAYOR A TRES CAPAS, DE 55 GR/M2 MINIMO CON FUELLE CON CONTROL PARA AUTOCLAVE A VAPOR,  OXIDO DE ETILENO Y FORMALDEHIDO. RESISTENTE AL AGUA Y TEMPERATURA.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR ROLLO.	Insumos	Canasta general	2020-01-01	272
100002781	MANGA 38 CM C/FUELLE PAPEL MEDICO BILAMI	MANGA DE PAPEL 38 A 40 CM ANCHO ROLLO 100 M GRADO MEDICO 58 GR/M2 MINIMO  Y BILAMINADO PLASTICO MAYOR A TRES CAPAS, DE 55 GR/M2 MINIMO CON FUELLE CON CONTROL PARA AUTOCLAVE A VAPOR,  OXIDO DE ETILENO Y FORMALDEHIDO.RESISTENTE AL AGUA Y TEMPERATURA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR ROLLO.	Insumos	Canasta general	2020-01-01	272
100002789	PAÑO CLINICO 80 X 80 CM PERFO TELA ALGOD	PAÑO CLINICO 78 A 82 X 78 A 82 CM PERFORADO EN EL CENTRO DE 9 A 11 X 14A 16 CM TELA ALGODON 100%  MAYOR A 120 HILOS. ENVASE INDIVIDUAL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002791	PAÑO P/BAÑO EN SECO S/ANTISE 240 CM2	TOALLA O PAÑO JABONOSO DESECHABLE SIN ANTISEPTICO MINIMO 240 CENTIMETROSCUADRADOS, HIPOALERGENICA Y LIBRE DE LATEX. ENVASE RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002808	PECHERA PLASTICA 110 CM LARGO C/MANGA	PECHERA PLÁSTICA DESECHABLE CON SUJECIÓN ALREDEDOR DEL CUELLO EINTERESCAPULAR,DEBE POSEER CINTURON (INCORPORADO A LA PECHERA ), CONMANGA LARGA HASTA LA BASE DE LA MUÑECA, CON ORIFICIO PARA DEDO PULGAR.LARGO MÍNIMO DESDE LA BASE DEL CUELLO AL BORDE INFERIOR DE 110 CM ,GROSOR  MÍNIMO 0.03 MM. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002815	SABANILLA DESECHABLE 50 CM ROLLO 48-52 M	SABANILLA PAPEL 50 CM ROLLO 48 A 52 M. PROVEEDOR DEBERA PROPORCIONAR DISPENSADOR COMPATIBLE CON EL PRODUCTO OFERTADO EN COMODATO CUANDO SE REQUIERA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR ROLLO.	Insumos	Canasta general	2020-01-01	272
100002817	SELLO DESECH P/CARRO DE PARO (NUMERADO)	SELLO DESECHABLE PARA CARRO DE PARO NUMERADO ROJO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002821	SET DRENAJE VESIC SUPRAPUB 15FR ADULTO	SET DRENAJE VESICAL SUPRAPUBICO ESTERIL, DESECHABLE , PUNZON DE 15FR (ADULTO) DEBE CONTENER BOLSA RECOLECTORA DE ORINA GRADUADA, CON LLAVE DE DRENAJE,  CON TUBO DE DRENAJE DE 90 CM DE LARGO MINIMO. ENVASE INDIVIDUALRESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002833	SONDA ASP C/CONT SUCCION CIR/CERRAD 14FR	SONDA ASPIRACION CON CONTROL SUCCION 14 FR (CIRCUITO CERRADO) DURACION MINIMA INSTALADA 72 HRS Y LIBRE DE LATEX. UNIDAD DE DESPACHO MAXIMO 10 UN. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002850	TELA ADHESIVA BASE SEDA 2,5 CM X 9 A9,2M	TELA ADHESIVA BASE SEDA CARRETE 2,5 CM X 9 A 9,2 M ADHESIVO HIPOALERGENICO.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002853	TERMOMETRO AXILAR DIGITAL USO CLINICO	TERMOMETRO AXILAR DIGITAL USO CLINICO. EXACTITUD +- 0,2 °F. PILA DEBE DURAR UN MÍNIMO DE 4000 USOS. DEBE RESISTIR LIMPIEZA CON ALCOHOL AL 70°. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002860	TROCAR ESPINAL PUNTA LPZ 25G X 88 A 92MM	TROCAR ESPINAL PUNTA LAPIZ 25 G X 88 A 92 MM (MEDIDA  EFECTIVA) CON MANDRIL. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002875	VENDA APOSITO GASA/ALGODON 10 CM X 1,5 M	VENDA APOSITO GASA/ALGODON 10 CM X 1,5 M CON CONTROL ESTERILIZACION EMPAQUE PAPEL GRADO MEDICO BILAMINADO. ENVASE INDIVIDUAL ESTERIL RESISTENTECON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002877	VENDA GASA 10CMX2M ESTERIL C/CONTROL EST	VENDA GASA NO ELASTICADA 10 CM DE ANCHO X 2 M DE LARGO, ESTERIL CON CONTROL ESTERILIZACION EMPAQUE PAPEL GRADO MEDICO BILAMINADO ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002878	VENDA GASA 10CMX4M ESTERIL C/CONTROL EST	VENDA GASA NO ELASTICADA 10 CM DE ANCHO X 4 M DE LARGO, ESTERIL CON CONTROL ESTERILIZACION EMPAQUE PAPEL GRADO MEDICO BILAMINADO ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002879	VENDA GASA ELASTICADA  5 CM X  4 A 4.5M	VENDA GASA ELASTICADA 5 CM X  4 A 4,5 M (TIPO ELASTOMUL - NOBAFIX). ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002880	VENDA GASA ELASTICADA  6 CM X 4 A 4.5 M	VENDA GASA ELASTICADA  6 CM X 4 A 4,5 M (TIPO ELASTOMUL - NOBAFIX). ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002881	VENDA GASA ELASTICADA  7,5 A8CMX 4A 4,5M	VENDA GASA ELASTICADA  7,5 A 8 CM X 4 A 4,5 M (TIPO ELASTOMUL -NOBAFIX). ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002882	VENDA GASA ELASTICADA 10 CM X 4 A 4.5M	VENDA GASA ELASTICADA 10 CM X 4 A 4,5 M (TIPO ELASTOMUL - NOBAFIX). ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002884	VENDA P/ACOLCHADO ORTOP. 10CM X 2,7-3M	VENDA SINTETICA PARA ACOLCHADO ORTOPEDICO 10 CM ANCHO X 2,7 A 3 M LARGO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002885	VENDA P/ACOLCHADO ORTOP 15CM X 2,7-3M	VENDA SINTETICA PARA ACOLCHADO ORTOPEDICO 15 CM ANCHO X 2,7 A 3 M LARGO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002886	VENDA P/ACOLCHADO ORTOP 20CM X 2,7-3M	VENDA SINTETICA PARA ACOLCHADO ORTOPEDICO 20 CM ANCHO X2,7 A 3 M LARGO.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002897	RINGER BOL SOLUC IRRIGACION ARTR 3L	SOLUCION RINGER SOLUCION IRRIGACION ARTROSCOPIA BOLSA 3 L. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR PORBOLSA.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100002901	AMLODIPINO 10 MG CM/CM REC.	AMLODIPINO 10 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100002903	FITOQUINONA 10 MG/1 ML SOL INY IV AM/FAM	FITOQUINONA (FITOMENADIONA) 10 MG/1 ML SOLUCION INYECTABLE PARA ADMINISTRACIÓN INTRAVENOSA Y ORAL AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100002904	FLUTICASONA 125 MCG/DO S/CFC FRA 120 DO	FLUTICASONA 125 MCG/DO AEROSOL PARA INHALACIÓN LIBRE CFC FRASCO 120 DOSIS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100002905	TELA NO TEJIDA ADH.P/FIJ.10CM X 9,1A 10M	TELA NO TEJIDA ADHESIVA PARA FIJACION APOSITO ROLLO 10 CM X 9,1 A 10 M (TIPO FIXOMULL). ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100002906	POLIETILENGLICOL (MACROGOL 3350) SO 17G	POLIETILENGLICOL (MACROGOL 3350)  POLVO PARA SOLUCIÓN ORAL SOBRE 17 G. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR SOBRE	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.2
100002907	AZITROMICIN 200MG/5ML P/SUSP FRA 15A30ML	AZITROMICINA 200 MG/5ML POLVO PARA SUSPENSION ORAL FRASCO 15 A 30 ML ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.2
100002918	RINGER LACTATO BOLSA  500 ML	RINGER LACTATO SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA BOLSA CON SITIO DE PUNCION 500 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR BOLSA.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100002919	SODIO CLORURO 0,9% BOLSA 100 ML	SODIO CLORURO 0,9% SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA BOLSA CON SITIO DE PUNCION 100 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR BOLSA.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100002921	PARACETAMOL 10 MG/ML SOL.INY FAM 100ML	PARACETAMOL 10 MG/ML SOLUCION PARA INFUSION INTRAVENOSA FRASCO AMPOLLA 100 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
